,State,Geographic area,Population,Density per square mile of land area - Population
10856,Kentucky,"Annville CDP, Jackson County",1095,136.9
15575,Michigan,"Vernon township, Shiawassee County",4614,137
35973,Utah,"Lyman town, Wayne County",258,137
2238,California,"Bootjack CDP, Mariposa County",960,137.1
14825,Michigan,"Littlefield township, Emmet County",2978,137.1
28690,Oregon,"Lacomb CDP, Linn County",546,137.1
29869,Pennsylvania,"Findley township, Mercer County",2910,137.1
33471,Tennessee,Henry County (part),83,137.1
20492,Montana,"Turner CDP, Blaine County",61,137.2
34382,Texas,"Gardendale CDP, Ector County",1574,137.2
7243,Illinois,"Greenwood village, McHenry County",255,137.3
16033,Minnesota,"Brook Park city, Pine County",139,137.3
3155,California,"Pine Mountain Club CDP, Kern County",2315,137.4
9233,Iowa,"Cumming city, Warren County",351,137.4
34056,Texas,Gregg County (part),865,137.4
2718,California,"Independence CDP, Inyo County",669,137.5
5330,Florida,"Spring Lake CDP, Hernando County",458,137.5
6511,Idaho,"Malta city, Cassia County",193,137.5
18260,Minnesota,"Taunton city, Lyon County",139,137.6
23254,New York,"Collins town, Erie County",6601,137.6
25199,North Carolina,"Cove Creek CDP, Watauga County",1171,137.6
32200,Pennsylvania,"Wilmington township, Lawrence County",2715,137.6
1305,Arizona,"Peach Springs CDP, Mohave County",1090,137.7
4291,Connecticut,"Morris town, Litchfield County",2388,137.7
10439,Kansas,"Hunnewell city, Sumner County",67,137.7
2390,California,"Comptche CDP, Mendocino County",159,137.8
13910,Michigan,"Big Rapids charter township, Mecosta County",4208,137.8
14336,Michigan,"Eureka township, Montcalm County",3959,137.8
19613,Missouri,"Levasy city, Jackson County",83,137.8
21407,New Hampshire,"Hillsborough town, Hillsborough County",6011,137.8
31632,Pennsylvania,"South Pymatuning township, Mercer County",2695,137.8
35933,Utah,"Hinckley town, Millard County",696,137.8
36919,Virginia,"New Hope CDP, Augusta County",797,137.8
19232,Missouri,"Corning town, Holt County",15,137.9
22464,New Mexico,"Chilili CDP, Bernalillo County",137,138
30956,Pennsylvania,"North Annville township, Lebanon County",2381,138
39045,Wisconsin,"Hawkins village, Rusk County",305,138
1211,Arizona,"Icehouse Canyon CDP, Gila County",677,138.1
32777,South Carolina,"Williams town, Colleton County",117,138.1
34976,Texas,"Morgan Farm CDP, San Patricio County",463,138.1
38340,Wisconsin,"Barton town, Washington County",2637,138.1
1877,Arkansas,"Menifee town, Conway County",302,138.2
26023,North Dakota,"Fullerton city, Dickey County",54,138.2
2434,California,"Daphnedale Park CDP, Modoc County",184,138.3
10253,Kansas,Clayton city,59,138.3
21472,New Hampshire,"Mountain Lakes CDP, Grafton County",488,138.3
37797,West Virginia,Lincoln County (part),1358,138.3
620,Alabama,"Union Grove town, Marshall County",77,138.4
1457,Arizona,"Valle Vista CDP, Mohave County",1659,138.4
15430,Michigan,"Somerset township, Hillsdale County",4623,138.4
25261,North Carolina,"Engelhard CDP, Hyde County",445,138.4
29927,Pennsylvania,"Franklin township, Luzerne County",1757,138.4
34413,Texas,Golinda city,559,138.5
35612,Texas,"Tierra Verde CDP, Nueces County",277,138.5
25168,North Carolina,Swain County (part),991,138.6
30149,Pennsylvania,"Heidelberg township, Lehigh County",3416,138.6
31275,Pennsylvania,"Pymatuning Central CDP, Crawford County",2269,138.6
11391,Kentucky,Mason County (part),95,138.7
21467,New Hampshire,"Milton town, Strafford County",4598,138.8
644,Alabama,"Walnut Grove town, Etowah County",698,138.9
2302,California,"Canby CDP, Modoc County",315,138.9
13670,Massachusetts,"Wellfleet town, Barnstable County",2750,138.9
14420,Michigan,"Free Soil village, Mason County",144,138.9
29974,Pennsylvania,"Georges township, Fayette County",6612,138.9
31418,Pennsylvania,"Ryan township, Schuylkill County",2459,138.9
37027,Virginia,"Sedley CDP, Southampton County",470,138.9
116,Alabama,"Clio city, Barbour County",1399,139
2614,California,"Gasquet CDP, Del Norte County",661,139
3939,Colorado,"Maybell CDP, Moffat County",72,139
6254,Hawaii,"Hawaiian Acres CDP, Hawaii County",2700,139
12593,Maine,"Waterboro town, York County",7693,139
14893,Michigan,"Marathon township, Lapeer County",4568,139
15188,Michigan,"Perry township, Shiawassee County",4327,139
8605,Indiana,Franklin County (part),47,139.1
10893,Kentucky,"Booneville city, Owsley County",81,139.1
11587,Louisiana,"Choctaw CDP, Lafourche Parish",879,139.1
29025,Pennsylvania,"Austin borough, Potter County",562,139.1
10812,Kansas,"Welda CDP, Anderson County",129,139.2
5986,Georgia,"Offerman city, Pierce County",441,139.3
12113,Maine,"Chelsea town, Kennebec County",2721,139.3
29265,Pennsylvania,"Burnside borough, Clearfield County",234,139.3
31851,Pennsylvania,"Tulpehocken township, Berks County",3274,139.3
39667,Wisconsin,"Pacific town, Columbia County",2707,139.3
7201,Illinois,"Glasgow village, Scott County",141,139.4
12195,Maine,"Farmington town, Franklin County",7760,139.4
23026,New York,"Blodgett Mills CDP, Cortland County",303,139.4
24250,New York,"Oakfield town, Genesee County",3250,139.4
31854,Pennsylvania,"Tunkhannock township, Wyoming County",4273,139.4
33501,Tennessee,Monteagle town,1192,139.4
37375,Washington,"Grayland CDP, Grays Harbor County",953,139.4
39202,Wisconsin,"Kronenwetter village, Marathon County",7210,139.4
1325,Arizona,"Pinon CDP, Navajo County",904,139.5
4548,Florida,"Andrews CDP, Levy County",798,139.5
22513,New Mexico,"Edith Endave CDP, Bernalillo County",211,139.5
22686,New Mexico,"Paraje CDP, Cibola County",777,139.5
35378,Texas,"Sam Rayburn CDP, Jasper County",1181,139.5
17516,Minnesota,St. Louis County (part),214,139.6
22441,New Mexico,"Canova CDP, Rio Arriba County",118,139.6
36512,Virginia,"Alberta town, Brunswick County",298,139.6
7050,Illinois,"Eagarville village, Macoupin County",127,139.7
9865,Iowa,"Rochester CDP, Cedar County",133,139.7
20377,Montana,"Melstone town, Musselshell County",96,139.7
25979,North Dakota,"Drake city, McHenry County",275,139.7
39156,Wisconsin,"Jump River CDP, Taylor County",52,139.7
9086,Iowa,Bevington city,63,139.8
9887,Iowa,"Rutland city, Humboldt County",126,139.8
18619,Mississippi,Bogue Chitto CDP (Kemper and Neshoba Counties),887,139.8
24357,New York,"Perth town, Fulton County",3646,139.8
31436,Pennsylvania,"Salem township, Wayne County",4271,139.8
931,Alaska,"Point Hope city, North Slope Borough",674,139.9
11250,Kentucky,"McRoberts CDP, Letcher County",784,139.9
15330,Michigan,"Ross township, Kalamazoo County",4664,139.9
24582,New York,"Saratoga town, Saratoga County",5674,139.9
36777,Virginia,"Haysi town, Dickenson County",498,139.9
5646,Georgia,"Cohutta city, Whitfield County",661,140
24406,New York,"Poestenkill town, Rensselaer County",4530,140
26159,North Dakota,"Nekoma city, Cavalier County",50,140
34420,Texas,"Goree city, Knox County",203,140
21832,New Jersey,"Franklin township, Hunterdon County",3195,140.1
24325,New York,"Paris town, Oneida County",4411,140.1
30536,Pennsylvania,"Long Branch borough, Washington County",447,140.1
14261,Michigan,"Dundee township, Monroe County",6759,140.2
34371,Texas,"Fulshear city, Fort Bend County",1134,140.2
36164,Vermont,"Beecher Falls CDP, Essex County",177,140.2
1299,Arizona,"Parker town, La Paz County",3083,140.3
2350,California,"Chinese Camp CDP, Tuolumne County",126,140.3
6082,Georgia,"Satilla CDP, Jeff Davis County",421,140.3
25482,North Carolina,"Lumber Bridge town, Robeson County",94,140.3
40089,Wisconsin,"Taycheedah town, Fond du Lac County",4205,140.3
18737,Mississippi,"Heidelberg town, Jasper County",718,140.4
38035,West Virginia,"Maybeury CDP, McDowell County",234,140.4
21106,Nebraska,"White Clay CDP, Sheridan County",10,140.5
24037,New York,"Mentz town, Cayuga County",2378,140.5
29203,Pennsylvania,"Brandonville CDP, Schuylkill County",197,140.5
35107,Texas,Smith County (part),180,140.5
6008,Georgia,"Pendergrass town, Jackson County",422,140.6
7965,Illinois,"Seaton village, Mercer County",222,140.6
18921,Mississippi,"Silver Creek town, Lawrence County",210,140.6
28202,Oklahoma,"Oak Grove town, Pawnee County",18,140.6
31437,Pennsylvania,"Salem township, Westmoreland County",6623,140.6
4389,Connecticut,"Sterling town, Windham County",3830,140.7
30965,Pennsylvania,"North Centre township, Columbia County",2105,140.7
706,Alaska,"Bethel city, Bethel Census Area",6080,140.8
1250,Arizona,Apache County (part),525,140.8
3010,California,"Morongo Valley CDP, San Bernardino County",3552,140.8
6141,Georgia,Taylorsville town,210,140.8
1114,Arizona,"Clay Springs CDP, Navajo County",401,140.9
27995,Oklahoma,"Hallett town, Pawnee County",125,140.9
31892,Pennsylvania,"Union township, Union County",1589,140.9
35039,Texas,Hays County (part),435,140.9
36928,Virginia,"Nokesville CDP, Prince William County",1354,140.9
12607,Maine,"West Gardiner town, Kennebec County",3474,141
15279,Michigan,"Resort township, Emmet County",2697,141
20606,Nebraska,"Brownlee CDP, Cherry County",15,141
21773,New Jersey,"East Amwell township, Hunterdon County",4013,141
40243,Wisconsin,"Wescott town, Shawano County",3183,141
9803,Iowa,"Pleasanton city, Decatur County",49,141.1
27949,Oklahoma,Cherokee County (part),22,141.1
30830,Pennsylvania,"Mount Joy township, Adams County",3670,141.1
31728,Pennsylvania,"Sugarcreek borough, Venango County",5294,141.1
6192,Georgia,Peach County (part),364,141.2
22644,New Mexico,"Middle Frisco CDP, Catron County",77,141.2
31031,Pennsylvania,"Ohiopyle borough, Fayette County",59,141.2
2650,California,"Greenville CDP, Plumas County",1129,141.3
14102,Michigan,"Chikaming township, Berrien County",3100,141.3
21951,New Jersey,"Lafayette township, Sussex County",2538,141.3
22973,New York,"Batavia town, Genesee County",6809,141.3
36936,Virginia,"Oak Level CDP, Henry County",857,141.3
4043,Colorado,"Segundo CDP, Las Animas County",98,141.4
5730,Georgia,"Ephesus city, Heard County",427,141.4
8120,Illinois,"Vernon village, Marion County",129,141.4
32092,Pennsylvania,"West Fallowfield township, Chester County",2566,141.4
1327,Arizona,"Pisinemo CDP, Pima County",321,141.5
14786,Michigan,"Leighton township, Allegan County",4934,141.5
22284,New Jersey,"Tabernacle township, Burlington County",6949,141.5
24426,New York,"Portland town, Chautauqua County",4827,141.5
33282,Tennessee,"Coalmont city, Grundy County",841,141.5
36298,Vermont,"Jericho town, Chittenden County",5009,141.5
6871,Illinois,Cumberland County (part),10,141.6
35782,Texas,"Wixon Valley city, Brazos County",254,141.6
37577,Washington,"Oyehut CDP, Grays Harbor County",85,141.6
40489,Wyoming,"Meadow Acres CDP, Natrona County",198,141.6
4838,Florida,"Grant-Valkaria town, Brevard County",3850,141.7
9806,Iowa,"Plover city, Pocahontas County",77,141.7
14681,Michigan,"Ironton CDP, Charlevoix County",140,141.8
24605,New York,"Schuyler Falls town, Clinton County",5181,141.9
32483,South Carolina,"Gadsden CDP, Richland County",1632,141.9
33115,South Dakota,"St. Onge CDP, Lawrence County",191,142
16326,Minnesota,"De Graff city, Swift County",115,142.1
16564,Minnesota,"Florence city, Lyon County",39,142.1
16625,Minnesota,"Garden City CDP, Blue Earth County",255,142.1
18968,Mississippi,"Walnut town, Tippah County",771,142.1
22807,New Mexico,"Tierra Amarilla CDP, Rio Arriba County",382,142.1
23164,New York,"Cazenovia town, Madison County",7086,142.1
34384,Texas,"Garfield CDP, Travis County",1698,142.1
40270,Wisconsin,"Wheatland town, Kenosha County",3373,142.1
6597,Idaho,"Sun Valley city, Blaine County",1406,142.2
15677,Michigan,"Williams charter township, Bay County",4772,142.2
25981,North Dakota,"Driscoll CDP, Burleigh County",82,142.2
29686,Pennsylvania,"East Hanover township, Dauphin County",5718,142.2
371,Alabama,McKenzie town,530,142.3
1632,Arkansas,"Coy town, Lonoke County",96,142.3
5015,Florida,"Lloyd CDP, Jefferson County",215,142.3
12054,Maine,"Boothbay town, Lincoln County",3120,142.3
24942,New York,"Westmoreland town, Oneida County",6138,142.3
21419,New Hampshire,"Jaffrey town, Cheshire County",5457,142.4
25345,North Carolina,"Hallsboro CDP, Columbus County",465,142.4
28315,Oklahoma,"Sams Corner CDP, Mayes County",137,142.4
36663,Virginia,"Dahlgren Center CDP, King George County",599,142.4
10800,Kansas,"Wallace city, Wallace County",57,142.5
11815,Louisiana,"Montpelier village, St. Helena Parish",266,142.5
13146,Maryland,"Vale Summit CDP, Allegany County",139,142.5
13851,Michigan,"Bay Port CDP, Huron County",477,142.5
19096,Missouri,"Blue Eye town, Stone County",167,142.5
28052,Oklahoma,"Kaw City city, Kay County",375,142.5
28781,Oregon,"Pistol River CDP, Curry County",84,142.6
29859,Pennsylvania,"Fell township, Lackawanna County",2178,142.6
39748,Wisconsin,"Port Wing CDP, Bayfield County",164,142.6
5585,Georgia,Polk County (part),139,142.7
11330,Kentucky,"Payne Gap CDP, Letcher County",329,142.7
18931,Mississippi,Greene County (part),304,142.7
28654,Oregon,"Hebo CDP, Tillamook County",232,142.7
35814,Utah,"Amalga town, Cache County",488,142.7
36350,Vermont,"Northfield town, Washington County",6207,142.7
187,Alabama,"Ethelsville town, Pickens County",81,142.8
5211,Florida,"Pittman CDP, Lake County",180,142.8
21593,New Hampshire,"Wilton town, Hillsborough County",3677,142.8
31262,Pennsylvania,"Price township, Monroe County",3573,142.8
35880,Utah,"Eden CDP, Weber County",600,142.8
3152,California,"Pine Flat CDP, Tulare County",166,142.9
21314,New Hampshire,"Charlestown town, Sullivan County",5114,142.9
27987,Oklahoma,"Grayson town, Okmulgee County",159,142.9
1147,Arizona,"Dudleyville CDP, Pinal County",959,143
11239,Kentucky,"Lowes CDP, Graves County",98,143
20007,Missouri,Laclede County (part),40,143
24838,New York,"Vernon town, Oneida County",5408,143
24880,New York,"Warsaw town, Wyoming County",5064,143
33504,Tennessee,Marion County (part),429,143
35979,Utah,"Mantua town, Box Elder County",687,143
22847,New Mexico,"Winston CDP, Sierra County",61,143.1
8194,Illinois,Lake County (part),6,143.2
19850,Missouri,"Pomona CDP, Howell County",511,143.2
23980,New York,"Malone town, Franklin County",14545,143.3
20394,Montana,"Olney CDP, Flathead County",191,143.4
436,Alabama,"New Brockton town, Coffee County",1146,143.5
2166,California,"Avery CDP, Calaveras County",646,143.5
4360,Connecticut,"Salem town, New London County",4151,143.5
386,Alabama,"Maytown town, Jefferson County",385,143.6
11864,Louisiana,"Pioneer village, West Carroll Parish",156,143.7
31717,Pennsylvania,"Straban township, Adams County",4928,143.7
49,Alabama,"Bellamy CDP, Sumter County",543,143.8
14022,Michigan,"Caledonia charter township, Shiawassee County",4475,143.8
18804,Mississippi,"Marietta town, Prentiss County",256,143.8
18796,Mississippi,"McCool town, Attala County",135,143.8
19321,Missouri,"Excello CDP, Macon County",49,143.8
23891,New York,"Lee town, Oneida County",6486,143.8
32997,South Dakota,"Lake Madison CDP, Lake County",683,143.8
34071,Texas,"Coffee City town, Henderson County",278,143.8
1897,Arkansas,"Mount Vernon town, Faulkner County",145,143.9
2436,California,"Davenport CDP, Santa Cruz County",408,143.9
7282,Illinois,"Hennepin village, Putnam County",757,143.9
10402,Kansas,"Harris CDP, Anderson County",51,143.9
11715,Louisiana,"Hester CDP, St. James Parish",498,143.9
26996,Ohio,McCutchenville CDP,400,143.9
29212,Pennsylvania,"Briar Creek township, Columbia County",3016,143.9
36534,Virginia,"Basye CDP, Shenandoah County",1253,143.9
20234,Montana,"Craig CDP, Lewis and Clark County",43,144
33324,Tennessee,"Eastview town, McNairy County",705,144.1
525,Alabama,"Rockford town, Coosa County",477,144.2
5677,Georgia,"Damascus city, Early County",254,144.3
33386,Tennessee,"Gruetli-Laager city, Grundy County",1813,144.3
5392,Florida,"Vernon city, Washington County",687,144.4
18928,Mississippi,"Standing Pine CDP, Leake County",504,144.4
31346,Pennsylvania,"Richmond township, Berks County",3397,144.4
34869,Texas,"McLendon-Chisholm city, Rockwall County",1373,144.4
40122,Wisconsin,"Trenton town, Washington County",4732,144.4
9194,Iowa,"Coburg city, Montgomery County",42,144.5
26016,North Dakota,"Fort Totten CDP, Benson County",1243,144.5
38933,Wisconsin,"Germantown town, Washington County",254,144.5
6329,Hawaii,"Olinda CDP, Maui County",1084,144.6
7342,Illinois,"Iola village, Clay County",141,144.6
17920,Minnesota,Roseau County (part),144,144.6
21177,Nevada,"Imlay CDP, Pershing County",171,144.6
32134,Pennsylvania,"Westover borough, Clearfield County",390,144.6
32899,South Dakota,"Dolton town, Turner County",37,144.6
31866,Pennsylvania,"Twilight borough, Washington County",233,144.7
29123,Pennsylvania,"Bethel township, Lebanon County",5007,144.8
36877,Virginia,"Mason Neck CDP, Fairfax County",2005,144.8
4573,Florida,"Balm CDP, Hillsborough County",1457,144.9
5923,Georgia,Mitchell County (part),42,144.9
11846,Louisiana,"Oak Ridge village, Morehouse Parish",144,144.9
13753,Michigan,"Allegan township, Allegan County",4406,144.9
18731,Mississippi,"Hamilton CDP, Monroe County",457,144.9
23683,New York,"Hanover town, Chautauqua County",7127,144.9
38337,Wisconsin,"Barronett CDP, Barron County",111,144.9
1339,Arizona,"Red Rock CDP (Apache County), Apache County",169,145
